"","HHID_unique","hh_size","tikina","province","sector","area","EA","class","date.interview","start.interview","end.interview","second.interview","reason.second","start.second","end.second","final.outcome","religion","language","any.child.dead","number.child.dead","tv","radio","refrigerator","telephone","bicycle","motorbike","car","truck","tractor","computer","internet","land","roofing","flooring","walling","overall.condition","other.households","number.households","toilet","water","distance.water","treat.water","how.treat","cooking.fuel","secondary.cooking","type.secondary","type.stove","where.cook","with.electricity","hrs.electricity","reliable.electricity","season.food","season.water","season.economic","place_in_HH","sex","relationship","age","age.categories","marital","disability3","disability.categories","ethnicity","ind.language","y.n.religion","ind.religion","seeing","hearing","walking","remembering","self.care","communicating","food.resources","resources.often","food.sleep","sleep.often","food.wholeday","wholeday.often","food.year","water.quantity","number.people","sleep.outdoors","nights.outdoors","illness.injury","affect.work","length.affect","time.exposure","health.exposure","rate.exposure","receive.care","not.seek","provider","skill","clean","available","respect","wait","location","hcprobs","given.birth","number.births","currently.preg","month.preg","prenatal.preg","provider.prenatal","prenatal.visits","planned.visits","reason.prenatal","where.prenatal","postnatal","care.postnatal","provider.postnatal","freq.postnatal","reason.postnatal","attend.postnatal","birth.postnatal","where.postnatal","attend.school","years.schooling","highest.schooling","read","read.english","check.read.english","read.fijian","check.read.other","write","write.english","check.write","write.other","check.write.other","arithmetic","check.add","check.multiply","toilet.facilities","second.toilet","type.second","support.amount","protect.amount","present.amount","ask","hit","beaten","force","amount","insult","future","access.contraception","methods","barriers","rubbish","sewage","pollution","stagnant","waste","traffic","noise","other","raise.issues","change","control.amount","typical","a.i.time","j.s.time","j.s.second","work.pay","kind.work","injury.work","effect.injury","harm.work","respect.paid","treated.respect","unpaid.work","kind.unpaid.work","injury.unpaid","effect.injury.unpaid","harm.unpaid","respect.unpaid","treated.unpaid","happy","satisfied","poor","how.poor","time.exposure.mins","a.i.time.mins","j.s.time.mins","j.s.second.mins","housing_roof","housing_floor","housing_wall","eprobs","score1.1.1","score1.1","score1","score1_cat","score2.1.1","score2.2.1","score2.3.1","score2.1","score2.2","score2.3","score2","score2_cat","score3.1.1","score3.1.2","score3.2.1","score3.1","score3.2","score3_cat","score4.1.1","score4.1.2","score4.2.1","score4.2","score4","score4_cat","score5.1.1","score5.1.2","score5.1","score5","score5_cat","score6.1.1","score6.1.2","score6.2.1","score6.1","score6.2","score6","score6_cat","score7.1.1","score7.1","score7","score7_cat","score8.1.1","score8.1","score8","score8_cat","score9.1.1","score9.1.2","score9.1","score9","score9_cat","score12.1.1","score12.1","score12","score12_cat","score13.1.1","score13.1.2","score13.1","score13.2.1","score13.2","score13","score13_cat","score14.1.1","score14.1","score14","score14_cat","score15.1.1","score15.1.2","score15.1.3","score15.1","score15.2.1","score15.2.2","score15.2","score15","score15_cat","score4.1","score3"
"1167",645,2,3,14,0,7,140100070,0,300715,17.3,17.45,0,0,0,0,1,7,3,2,NA,1,1,1,1,2,2,1,2,2,1,2,2,10,2,6,4,2,NA,7,7,NA,1,4,6,1,5,1,2,1,24,4,2,1,2,1,2,1,49,3,1,0,4,2,2,1,7,1,1,1,1,1,1,2,NA,2,NA,2,NA,2,5,"1",2,NA,4,2,4,1,2,NA,2,5,NA,NA,NA,NA,NA,NA,NA,0,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"10",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,NA,5,5,5,1,2,2,2,NA,2,2,2,NA,NA,2,2,1,2,2,2,2,2,1,1,4,3,14.45,9.15,0,2,NA,NA,NA,NA,NA,NA,1,1,2,NA,3,3,3,1,1,1,4,60,885,555,0,0,0,1,1,3,3,3,3,3,3,3,3,3,3,3,3,1,3,NA,2,NA,2,3,3,0,0,1.5,1,3,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,0,0,0,2,2,1,1,3,3,3,3,0,NA,NA,0,3,NA,3,1.5,1,3,2
"1168",645,2,3,14,0,7,140100070,0,300715,17.3,17.45,0,0,0,0,1,7,3,2,NA,1,1,1,1,2,2,1,2,2,1,2,2,10,2,6,4,2,NA,7,7,NA,1,4,6,1,5,1,2,1,24,4,2,1,2,2,1,3,22,1,6,0,4,2,2,1,7,1,1,1,1,1,1,2,NA,2,NA,2,NA,2,4,"0",2,NA,1,1,3,0,NA,NA,1,NA,5,2,2,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"16",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,6,5,5,5,1,1,2,2,2,1,2,1,7,5,2,2,1,1,2,1,1,2,3,3,3,2,12.3,11.3,0,2,NA,NA,NA,NA,NA,NA,1,3,2,NA,4,4,4,1,2,2,NA,0,750,690,0,0,0,1,4,3,3,3,3,3,3,2,3,3,2,2.66666666666667,2,1,3,NA,2,NA,2,2,3,3,3,2.75,2,3,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,2,2,2,1,1,1.5,1,2,2,2,2,0,NA,NA,0,3,NA,3,1.5,1,2.5,2
"1169",646,2,3,14,0,7,140100070,0,300715,17.55,18.05,0,0,0,0,1,7,3,2,NA,1,1,1,1,2,2,2,2,2,2,1,2,10,2,6,4,2,NA,7,7,NA,2,NA,3,1,6,1,2,1,24,4,2,1,2,1,2,1,24,1,1,0,4,2,2,1,7,1,1,1,1,1,1,2,NA,2,NA,2,NA,2,5,"1",2,NA,4,1,3,2,2,NA,1,NA,5,2,2,2,2,2,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"10",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,NA,5,4,4,1,2,2,2,NA,1,2,2,NA,NA,2,2,2,1,2,1,2,1,1,1,3,3,19,5,NA,2,NA,NA,NA,NA,NA,NA,1,1,2,NA,3,3,3,2,2,1,4,120,1140,300,NA,0,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,NA,2,NA,2,3,3,2,2,2.5,2,3,NA,3,3,3,3,3,0,3,0,1.5,1,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,0,0,0,1,1,0.5,0,3,3,3,3,0,NA,NA,0,3,NA,3,1.5,1,3,2
"1170",646,2,3,14,0,7,140100070,0,300715,17.55,18.05,0,0,0,0,1,7,3,2,NA,1,1,1,1,2,2,2,2,2,2,1,2,10,2,6,4,2,NA,7,7,NA,2,NA,3,1,6,1,2,1,24,4,2,1,2,2,1,2,34,2,1,0,4,2,2,1,7,1,1,1,1,1,1,2,NA,2,NA,2,NA,1,4,"2",2,NA,1,2,4,0,NA,NA,1,NA,5,2,2,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"7",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,6,5,5,5,1,1,2,2,2,1,1,2,NA,NA,2,2,1,1,2,1,1,2,1,1,4,2,14,10,NA,1,3,2,NA,4,4,4,1,3,2,NA,4,4,4,2,2,1,2,0,840,600,NA,0,0,1,4,2,2,2,2,3,3,2,3,3,2,2.66666666666667,2,1,3,NA,2,NA,2,3,3,3,3,3,3,2,NA,2,2,2,3,3,0,3,0,1.5,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,0,0,0,2,2,1,1,2,2,2,2,3,3,NA,3,3,NA,3,3,3,3,2
"1171",647,2,13,7,0,1,70400010,0,300915,18.15,18.25,0,0,0,0,1,7,3,2,NA,1,1,2,1,2,2,2,2,2,2,2,1,10,2,6,3,2,NA,7,7,NA,2,NA,3,1,6,2,2,2,NA,NA,2,2,2,1,2,1,30,2,1,0,4,2,2,1,7,1,1,1,1,1,1,2,NA,2,NA,2,NA,2,5,"1",2,NA,2,2,4,0.3,2,NA,2,4,NA,NA,NA,NA,NA,NA,NA,0,1,3,2,NA,NA,NA,NA,NA,NA,NA,1,1,2,5,NA,1,4,1,1,"10",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,NA,5,5,5,1,2,2,2,2,1,2,1,1,5,2,2,2,2,2,2,2,2,3,3,4,1,14,10,NA,2,NA,NA,NA,NA,NA,NA,1,3,2,NA,2,3,3,2,2,2,NA,30,840,600,NA,0,0,1,0,3,3,3,3,3,3,3,3,3,3,3,3,1,1,NA,1,NA,1,3,3,0,0,1.5,1,3,NA,3,3,3,0,NA,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,0,NA,NA,0,3,NA,3,1.5,1,3,1
"1172",647,2,13,7,0,1,70400010,0,300915,18.15,18.25,0,0,0,0,1,7,3,2,NA,1,1,2,1,2,2,2,2,2,2,2,1,10,2,6,3,2,NA,7,7,NA,2,NA,3,1,6,2,2,2,NA,NA,2,2,2,2,1,2,36,3,1,0,4,2,2,1,7,1,1,1,1,1,1,2,NA,2,NA,2,NA,2,5,"1",2,NA,2,1,1,0.3,2,NA,1,NA,5,2,2,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"8",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,5,5,5,1,2,2,2,2,2,2,1,1,5,2,2,2,2,2,2,2,2,4,4,5,3,15,9,NA,2,NA,NA,NA,NA,NA,NA,1,4,1,3,1,3,3,2,2,2,NA,30,900,540,NA,0,0,1,0,3,3,3,3,3,3,3,3,3,3,3,3,1,1,NA,1,NA,1,0,3,3,3,2.25,2,2,NA,2,2,2,0,NA,0,0,0,0,0,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,NA,NA,0,0,NA,0,0,0,1.5,1
"1173",648,2,6,1,1,703,10317039,9,310715,9.45,10,0,0,0,0,1,7,3,2,NA,1,1,1,1,1,2,1,2,2,1,1,1,10,7,10,5,2,NA,7,7,NA,2,NA,6,1,5,4,1,1,24,4,2,2,2,1,1,1,38,3,1,0,4,2,2,1,7,1,1,1,1,1,1,2,NA,2,NA,2,NA,2,5,"1",2,NA,2,2,4,0,NA,NA,1,NA,5,2,2,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"13",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,NA,5,4,5,2,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,2,2,2,2,2,3,3,3,1,14,10,NA,1,5,2,NA,2,3,3,1,3,2,NA,3,3,3,1,2,2,NA,0,840,600,NA,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,3,NA,3,3,3,3,3,3,3,3,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2.5,2.5,2,3,3,3,3,2,2,2,1,1,1.5,1,2,2,2,2,2,3,NA,2.5,3,NA,3,2.75,2,3,3
"1174",648,2,6,1,1,703,10317039,9,310715,9.45,10,0,0,0,0,1,7,3,2,NA,1,1,1,1,1,2,1,2,2,1,1,1,10,7,10,5,2,NA,7,7,NA,2,NA,6,1,5,4,1,1,24,4,2,2,2,2,2,2,35,2,1,0,4,2,2,1,7,1,1,1,1,1,1,2,NA,2,NA,2,NA,2,5,"2",2,NA,3,2,4,3,2,NA,2,4,NA,NA,NA,NA,NA,NA,NA,0,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"12",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,7,5,5,5,2,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,2,2,2,2,2,3,3,5,1,9,16,2,1,5,2,NA,4,3,3,1,1,2,NA,4,3,3,1,2,2,NA,180,540,960,120,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,3,NA,3,3,3,0,0,1.5,1,3,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,2.5,2,1,1,1,1,2,3,NA,2.5,3,NA,3,2.75,2,3,3
"1175",790,2,9,1,0,20,10600200,0,210715,8,8.15,0,0,0,0,1,3,2,2,NA,2,1,2,1,2,2,2,2,2,2,2,1,10,8,6,2,2,NA,7,6,NA,1,1,1,2,NA,1,2,2,NA,NA,2,2,1,1,1,1,64,4,1,0,4,1,1,1,2,1,1,1,1,1,1,2,NA,2,NA,2,NA,2,5,"1",2,NA,1,1,2,0.45,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"8",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,1,5,4,5,1,2,2,2,NA,2,2,2,NA,NA,2,2,1,2,2,2,2,2,5,5,5,2,13,11,NA,1,1,2,NA,3,3,3,1,1,2,NA,4,3,3,1,1,2,NA,45,780,660,NA,0,0,1,1,3,3,3,3,3,3,3,3,3,3,3,3,1,0,NA,0.5,NA,0,1,1,0,0,0.5,0,2,NA,2,2,2,0,NA,0,0,0,0,0,3,3,3,3,3,3,3,3,2,3,2.5,2.5,2,2,2,2,2,3,3,3,3,3,3,3,2,2,2,2,3,3,NA,3,3,NA,3,3,3,1,0.5
"1176",790,2,9,1,0,20,10600200,0,210715,8,8.15,0,0,0,0,1,3,2,2,NA,2,1,2,1,2,2,2,2,2,2,2,1,10,8,6,2,2,NA,7,6,NA,1,1,1,2,NA,1,2,2,NA,NA,2,2,1,2,2,2,60,4,1,1,2,1,1,1,2,3,1,1,2,2,2,2,NA,2,NA,2,NA,2,4,"1",2,NA,4,1,1,3,1,3,1,NA,5,2,2,2,2,2,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"10",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,NA,5,4,3,1,2,2,2,NA,2,2,NA,NA,NA,2,2,2,2,2,2,2,2,4,2,5,3,16,8,NA,1,13,2,NA,4,4,4,1,2,2,NA,4,3,3,1,1,1,2,180,960,480,NA,0,0,1,0,3,3,3,3,3,3,2,3,3,2,2.66666666666667,2,1,0,NA,0.5,NA,0,3,2,2,2,2.25,2,3,NA,3,3,3,0,NA,0,0,0,0,0,3,3,3,3,3,3,3,3,2,1,1.5,1.5,1,3,3,3,3,3,1,2,3,3,2.5,2,3,3,3,3,2,3,NA,2.5,3,NA,3,2.75,2,2.5,0.5
"1177",618,3,8,1,0,28,10100280,0,290715,8,8.25,0,0,0,0,1,7,3,2,NA,1,1,1,1,2,1,1,2,2,1,2,1,10,6,13,5,2,NA,7,7,NA,2,NA,6,1,3,1,2,1,24,4,2,2,1,1,1,1,47,3,1,0,4,2,2,1,7,1,1,1,1,1,1,2,NA,2,NA,2,NA,2,5,"3",2,NA,4,2,4,0.3,2,NA,2,4,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"13",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,6,5,5,5,1,2,2,2,NA,2,2,1,6,5,2,2,1,2,2,1,1,2,5,5,5,2,16.3,7.3,0,1,5,2,NA,4,4,4,2,NA,NA,NA,NA,NA,NA,1,1,2,NA,30,990,450,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,3,NA,3,3,3,0,0,1.5,1,3,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,2,3,NA,2.5,3,NA,3,2.75,2,3,3
"1178",618,3,8,1,0,28,10100280,0,290715,8,8.25,0,0,0,0,1,7,3,2,NA,1,1,1,1,2,1,1,2,2,1,2,1,10,6,13,5,2,NA,7,7,NA,2,NA,6,1,3,1,2,1,24,4,2,2,1,2,2,2,46,3,1,0,4,2,2,1,7,1,1,1,1,1,1,2,NA,2,NA,2,NA,2,5,"1",2,NA,4,2,4,2.15,2,NA,2,4,NA,NA,NA,NA,NA,NA,NA,0,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"14",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,6,5,5,5,1,2,2,2,NA,2,2,2,NA,NA,2,2,2,2,2,2,2,2,1,NA,4,1,12.3,11.3,0,2,NA,NA,NA,NA,NA,NA,1,1,2,NA,4,3,3,1,1,2,NA,135,750,690,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,3,NA,3,3,3,0,0,1.5,1,3,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,NA,0,2,2,1,1,2,2,2,2,0,NA,NA,0,3,NA,3,1.5,1,3,3
"1179",618,3,8,1,0,28,10100280,0,290715,8,8.25,0,0,0,0,1,7,3,2,NA,1,1,1,1,2,1,1,2,2,1,2,1,10,6,13,5,2,NA,7,7,NA,2,NA,6,1,3,1,2,1,24,4,2,2,1,3,1,3,20,1,6,0,4,2,2,1,7,1,1,1,1,1,1,2,NA,2,NA,2,NA,2,5,"3",2,NA,4,1,2,0.3,2,NA,1,NA,5,2,2,1,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"15",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,6,5,5,5,1,2,2,2,NA,1,2,2,NA,NA,2,2,1,2,2,2,2,2,4,4,4,2,18.3,5.3,0,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,2,2,NA,30,1110,330,0,0,0,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,3,NA,3,3,3,2,2,2.5,2,3,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,2,2,2.5,2,3,3,3,3,0,NA,NA,0,3,NA,3,1.5,1,3,3
"1180",649,3,14,3,0,4,30200040,0,30815,11.5,12.05,0,0,0,0,1,1,2,2,NA,1,1,1,1,2,2,2,2,2,2,2,1,10,2,7,4,2,NA,7,7,NA,2,NA,3,1,5,2,2,1,5,3,1,2,3,1,2,1,51,4,1,0,4,1,1,1,1,1,1,1,1,1,1,1,2,2,NA,2,NA,2,4,"1",2,NA,1,2,4,0.1,2,NA,2,4,NA,NA,NA,NA,NA,NA,NA,0,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"13",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,NA,3,3,4,1,2,2,2,NA,1,2,NA,NA,NA,2,2,2,2,2,2,2,2,5,5,2,1,13,11,NA,1,5,2,NA,2,3,3,1,1,2,NA,2,3,3,2,2,1,3,10,780,660,NA,0,0,1,0,1,1,1,1,3,3,2,3,3,2,2.66666666666667,2,1,3,NA,2,NA,2,3,3,0,0,1.5,1,3,NA,3,3,3,3,2,0,2.5,0,1.25,1,3,3,3,3,1,1,1,1,1,2,1.5,1.5,1,3,3,3,3,3,3,3,0,0,1.5,1,2,2,2,2,2,3,NA,2.5,3,NA,3,2.75,2,3,2
"1181",649,3,14,3,0,4,30200040,0,30815,11.5,12.05,0,0,0,0,1,1,2,2,NA,1,1,1,1,2,2,2,2,2,2,2,1,10,2,7,4,2,NA,7,7,NA,2,NA,3,1,5,2,2,1,5,3,1,2,3,2,1,2,64,4,1,0,3,1,1,1,1,2,1,1,1,1,1,2,NA,2,NA,2,NA,1,5,"1",2,NA,1,1,3,0.15,1,3,2,4,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"18",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,NA,5,5,5,1,2,2,2,NA,2,2,2,NA,NA,2,2,2,1,2,2,2,2,3,3,5,3,16,8,NA,2,NA,NA,NA,NA,NA,NA,1,3,2,NA,1,3,3,2,2,1,4,15,960,480,NA,0,0,1,1,2,2,2,2,3,3,3,3,3,3,3,3,1,3,NA,2,NA,2,2,2,0,0,1,1,3,NA,3,3,3,3,2,0,2.5,0,1.25,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3,3,2.5,2,3,3,3,3,0,NA,NA,0,3,NA,3,1.5,1,2,2
"1182",649,3,14,3,0,4,30200040,0,30815,11.5,12.05,0,0,0,0,1,1,2,2,NA,1,1,1,1,2,2,2,2,2,2,2,1,10,2,7,4,2,NA,7,7,NA,2,NA,3,1,5,2,2,1,5,3,1,2,3,3,2,3,21,1,6,0,4,1,1,1,1,1,1,1,1,1,1,2,NA,2,NA,2,NA,2,4,"1",2,NA,3,1,2,0.1,2,NA,1,NA,5,2,2,2,2,1,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"14",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,NA,3,4,4,1,2,2,2,NA,1,1,2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,1,16,8,NA,2,NA,NA,NA,NA,NA,NA,1,1,1,3,2,3,3,3,3,1,4,10,960,480,NA,0,0,1,0,3,3,3,3,3,3,2,3,3,2,2.66666666666667,2,1,3,NA,2,NA,2,1,3,2,2,2,2,3,NA,3,3,3,3,2,0,2.5,0,1.25,1,3,3,3,3,1,1,1,1,2,2,2,2,2,3,3,3,3,1,1,1,0,0,0.5,0,3,3,3,3,0,NA,NA,0,0,NA,0,0,0,2,2
"1183",650,3,15,3,0,14,30100140,0,30815,13.2,13.43,0,0,0,0,1,3,2,2,NA,1,2,2,1,2,2,2,2,2,2,2,2,10,7,6,4,2,NA,5,6,NA,2,NA,1,2,NA,1,3,1,4,3,2,2,2,1,1,1,45,3,1,0,4,1,1,1,3,1,1,1,1,1,1,2,NA,2,NA,2,NA,2,4,"3",2,NA,4,1,3,0.05,2,NA,1,NA,5,2,2,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"9",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,3,5,4,1,2,2,2,NA,1,2,2,NA,NA,1,2,2,1,2,2,2,2,2,2,4,2,14,10,NA,1,14,1,4,2,3,3,1,3,2,NA,3,3,3,2,2,2,NA,5,840,600,NA,0,0,1,2,3,3,3,3,3,3,2,3,3,2,2.66666666666667,2,1,3,NA,2,NA,2,3,3,2,2,2.5,2,2,NA,2,2,2,3,2,0,2.5,0,1.25,1,2,2,2,2,1,1,1,1,3,2,2.5,2.5,2,2,2,2,2,1,1,1,2,2,1.5,1,2,2,2,2,3,1,NA,2,3,NA,3,2.5,2,3,2
"1184",650,3,15,3,0,14,30100140,0,30815,13.2,13.43,0,0,0,0,1,3,2,2,NA,1,2,2,1,2,2,2,2,2,2,2,2,10,7,6,4,2,NA,5,6,NA,2,NA,1,2,NA,1,3,1,4,3,2,2,2,2,2,2,50,3,1,0,4,1,1,1,3,1,1,1,1,1,1,2,NA,2,NA,2,NA,2,2,"3",2,NA,2,1,2,0.15,1,1,1,NA,5,2,2,2,2,1,2,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"9",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,5,5,5,1,2,2,2,NA,1,2,NA,NA,NA,2,2,1,2,2,2,1,2,1,1,4,1,13.3,10.3,0,2,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,2,1,1,2,NA,15,810,630,0,0,0,1,2,3,3,3,3,3,3,0,3,3,0,2,2,1,3,NA,2,NA,2,1,0,2,2,1.25,1,2,NA,2,2,2,3,2,0,2.5,0,1.25,1,2,2,2,2,3,3,3,3,3,3,3,3,3,2,2,2,2,0,0,0,2,2,1,1,2,2,2,2,0,NA,NA,0,0,1,0.5,0.25,0,0.5,2
"1185",650,3,15,3,0,14,30100140,0,30815,13.2,13.43,0,0,0,0,1,3,2,2,NA,1,2,2,1,2,2,2,2,2,2,2,2,10,7,6,4,2,NA,5,6,NA,2,NA,1,2,NA,1,3,1,4,3,2,2,2,3,2,3,19,1,6,0,4,1,1,1,3,1,1,1,1,1,1,2,NA,2,NA,2,NA,2,2,"0",2,NA,1,1,3,0.02,2,NA,1,NA,5,2,2,2,2,1,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,4,NA,NA,1,4,1,1,"11",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,1,5,5,1,2,2,2,NA,1,2,1,4,5,2,2,2,1,2,2,2,2,2,2,1,1,15.3,8.3,1,1,8,1,1,1,2,2,1,1,2,NA,1,3,3,1,1,2,NA,2,930,510,60,0,0,1,1,3,3,3,3,3,3,0,3,3,0,2,2,1,3,NA,2,NA,2,2,3,2,2,2.25,2,3,NA,3,3,3,3,2,0,2.5,0,1.25,1,2,2,2,2,0,0,0,0,3,3,3,3,3,2,2,2,2,1,1,1,0,0,0.5,0,3,3,3,3,3,0,1,1.33333333333333,3,NA,3,2.16666666666667,2,2.5,2
"1186",651,3,7,8,0,2,80400200,0,30815,14.5,15,0,0,0,0,1,7,3,2,NA,1,1,1,1,2,2,2,2,2,2,2,1,10,7,6,4,2,NA,7,7,NA,2,NA,3,1,5,2,3,1,24,3,3,2,3,1,1,1,39,3,3,1,2,2,2,1,7,2,1,1,3,3,1,1,2,1,2,1,2,1,4,"0",2,NA,4,1,1,0,NA,NA,1,NA,5,2,2,1,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"10",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,NA,3,2,4,1,2,2,2,NA,1,1,2,NA,NA,2,2,2,2,2,2,2,2,1,1,3,2,24,0,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,3,1,3,0,1440,0,NA,0,0,1,0,0,0,0,0,3,3,2,3,3,2,2.66666666666667,2,1,3,NA,2,NA,2,3,3,2,2,2.5,2,3,NA,3,3,3,3,3,0,3,0,1.5,1,3,3,3,3,1,1,1,1,0,2,1,1,1,3,3,3,3,0,0,0,1,1,0.5,0,3,3,3,3,0,NA,NA,0,3,NA,3,1.5,1,3,2
